pedestrian_arrival_rate,vehicle_arrival_rate,conflicts
3241,779,92.0
3241,820,85.0
3241,862,96.0
3241,903,95.0
3241,944,98.0
3241,986,126.0
3241,1027,114.0
3241,1068,121.0
3241,1110,111.0
3241,1151,119.0
3241,1193,110.0
3241,1234,110.0
3241,1275,126.0
3241,1317,150.0
3241,1358,140.0
3241,1399,131.0
3413,200,35.0
3413,241,42.0
3413,282,32.0
3413,324,36.0
3413,365,58.0
3413,406,53.0
3413,448,59.0
3413,489,54.0
3413,531,56.0
3413,572,74.0
3413,613,70.0
3413,655,82.0
3413,696,86.0
3413,737,105.0
3413,779,76.0
3413,820,68.0
3413,862,103.0
3413,903,105.0
3413,944,102.0
3413,986,99.0
3413,1027,102.0
3413,1068,97.0
3413,1110,119.0
3413,1151,130.0
3413,1193,116.0
3413,1234,118.0
3413,1275,138.0
3413,1317,120.0
3413,1358,129.0
3413,1399,120.0
3586,200,26.0
3586,241,28.0
3586,282,36.0
3586,324,40.0
3586,365,56.0
3586,406,45.0
3586,448,54.0
3586,489,65.0
3586,531,60.0
3586,572,63.0
3586,613,71.0
3586,655,80.0
3586,696,84.0
3586,737,65.0
3586,779,73.0
3586,820,93.0
3586,862,85.0
3586,903,103.0
3586,944,103.0
3586,986,103.0
3586,1027,112.0
3586,1068,109.0
3586,1110,111.0
3586,1151,109.0
3586,1193,113.0
3586,1234,113.0
3586,1275,101.0
3586,1317,134.0
3586,1358,108.0
3586,1399,115.0
3758,200,28.0
3758,241,37.0
3758,282,43.0
3758,324,45.0
3758,365,42.0
3758,406,62.0
3758,448,63.0
3758,489,71.0
3758,531,66.0
3758,572,50.0
3758,613,72.0
3758,655,65.0
3758,696,71.0
3758,737,71.0
3758,779,71.0
3758,820,72.0
3758,862,90.0
3758,903,89.0
3758,944,86.0
3758,986,92.0
3758,1027,123.0
3758,1068,104.0
3758,1110,111.0
3758,1151,89.0
3758,1193,120.0
3758,1234,119.0
3758,1275,94.0
3758,1317,130.0
3758,1358,110.0
3758,1399,123.0
3931,200,22.0
3931,241,29.0
3931,282,23.0
3931,324,29.0
3931,365,38.0
3931,406,60.0
3931,448,45.0
3931,489,71.0
3931,531,47.0
3931,572,74.0
3931,613,54.0
3931,655,79.0
3931,696,83.0
3931,737,68.0
3931,779,88.0
3931,820,76.0
3931,862,82.0
3931,903,86.0
3931,944,91.0
3931,986,94.0
3931,1027,87.0
3931,1068,107.0
3931,1110,98.0
3931,1151,107.0
3931,1193,85.0
3931,1234,105.0
3931,1275,103.0
3931,1317,111.0
3931,1358,123.0
3931,1399,110.0
4103,200,19.0
4103,241,31.0
4103,282,45.0
4103,324,44.0
4103,365,42.0
4103,406,50.0
4103,448,56.0
4103,489,55.0
4103,531,45.0
4103,572,54.0
4103,613,55.0
4103,655,70.0
4103,696,58.0
4103,737,88.0
4103,779,99.0
4103,820,86.0
4103,862,86.0
4103,903,86.0
4103,944,93.0
4103,986,100.0
4103,1027,101.0
4103,1068,91.0
4103,1110,86.0
4103,1151,95.0
4103,1193,94.0
4103,1234,94.0
4103,1275,103.0
4103,1317,114.0
4103,1358,103.0
4103,1399,107.0
4275,200,28.0
4275,241,30.0
4275,282,29.0
4275,324,34.0
4275,365,65.0
4275,406,35.0
4275,448,47.0
4275,489,54.0
4275,531,66.0
4275,572,65.0
4275,613,68.0
4275,655,78.0
4275,696,71.0
4275,737,70.0
4275,779,68.0
4275,820,82.0
4275,862,89.0
4275,903,106.0
4275,944,88.0
4275,986,90.0
4275,1027,97.0
4275,1068,80.0
4275,1110,94.0
4275,1151,100.0
4275,1193,99.0
4275,1234,98.0
4275,1275,96.0
4275,1317,101.0
4275,1358,103.0
4275,1399,99.0
4448,200,22.0
4448,241,35.0
4448,282,30.0
4448,324,48.0
4448,365,28.0
4448,406,47.0
4448,448,44.0
4448,489,53.0
4448,531,49.0
4448,572,49.0
4448,613,66.0
4448,655,91.0
4448,696,60.0
4448,737,74.0
4448,779,77.0
4448,820,79.0
4448,862,74.0
4448,903,76.0
4448,944,84.0
4448,986,78.0
4448,1027,85.0
4448,1068,81.0
4448,1110,85.0
4448,1151,85.0
4448,1193,91.0
4448,1234,116.0
4448,1275,99.0
4448,1317,98.0
4448,1358,103.0
4448,1399,106.0
4620,200,29.0
4620,241,18.0
4620,282,26.0
4620,324,34.0
4620,365,46.0
4620,406,31.0
4620,448,40.0
4620,489,53.0
4620,531,66.0
4620,572,56.0
4620,613,71.0
4620,655,73.0
4620,696,75.0
4620,737,67.0
4620,779,101.0
4620,820,84.0
4620,862,82.0
4620,903,77.0
4620,944,74.0
4620,986,104.0
4620,1027,75.0
4620,1068,89.0
4620,1110,97.0
4620,1151,84.0
4620,1193,107.0
4620,1234,84.0
4620,1275,99.0
4620,1317,90.0
4620,1358,100.0
4620,1399,104.0
4793,200,34.0
4793,241,25.0
4793,282,43.0
4793,324,30.0
4793,365,23.0
4793,406,36.0
4793,448,31.0
4793,489,64.0
4793,531,58.0
4793,572,49.0
4793,613,54.0
4793,655,67.0
4793,696,66.0
4793,737,56.0
4793,779,83.0
4793,820,68.0
4793,862,70.0
4793,903,87.0
4793,944,65.0
4793,986,93.0
4793,1027,76.0
4793,1068,65.0
4793,1110,95.0
4793,1151,113.0
4793,1193,93.0
4793,1234,96.0
4793,1275,74.0
4793,1317,103.0
4793,1358,94.0
4793,1399,101.0
4965,200,27.0
4965,241,17.0
4965,282,33.0
4965,324,46.0
4965,365,50.0
4965,406,51.0
4965,448,56.0
4965,489,43.0
4965,531,53.0
4965,572,58.0
4965,613,49.0
4965,655,60.0
4965,696,60.0
4965,737,61.0
4965,779,73.0
4965,820,77.0
4965,862,60.0
4965,903,79.0
4965,944,63.0
4965,986,85.0
4965,1027,64.0
4965,1068,71.0
4965,1110,98.0
4965,1151,59.0
4965,1193,85.0
4965,1234,66.0
4965,1275,84.0
4965,1317,83.0
4965,1358,71.0
4965,1399,84.0
5137,200,15.0
5137,241,26.0
5137,282,26.0
5137,324,35.0
5137,365,29.0
5137,406,37.0
5137,448,49.0
5137,489,44.0
5137,531,37.0
5137,572,40.0
5137,613,50.0
5137,655,49.0
5137,696,46.0
5137,737,67.0
5137,779,80.0
5137,820,65.0
5137,862,64.0
5137,903,58.0
5137,944,71.0
5137,986,71.0
5137,1027,76.0
5137,1068,71.0
5137,1110,69.0
5137,1151,82.0
5137,1193,91.0
5137,1234,79.0
5137,1275,83.0
5137,1317,97.0
5137,1358,82.0
5137,1399,81.0
5310,200,24.0
5310,241,26.0
5310,282,21.0
5310,324,35.0
5310,365,35.0
5310,406,37.0
5310,448,34.0
5310,489,46.0
5310,531,43.0
5310,572,50.0
5310,613,75.0
5310,655,38.0
5310,696,47.0
5310,737,49.0
5310,779,59.0
5310,820,59.0
5310,862,72.0
5310,903,67.0
5310,944,69.0
5310,986,74.0
5310,1027,76.0
5310,1068,68.0
5310,1110,78.0
5310,1151,79.0
5310,1193,72.0
5310,1234,81.0
5310,1275,77.0
5310,1317,85.0
5310,1358,91.0
5310,1399,79.0
5482,200,18.0
5482,241,22.0
5482,282,31.0
5482,324,34.0
5482,365,38.0
5482,406,44.0
5482,448,43.0
5482,489,41.0
5482,531,35.0
5482,572,53.0
5482,613,44.0
5482,655,39.0
5482,696,53.0
5482,737,65.0
5482,779,75.0
5482,820,48.0
5482,862,48.0
5482,903,43.0
5482,944,67.0
5482,986,59.0
5482,1027,63.0
5482,1068,75.0
5482,1110,57.0
5482,1151,66.0
5482,1193,74.0
5482,1234,65.0
5482,1275,75.0
5482,1317,73.0
5482,1358,78.0
5482,1399,63.0
5655,200,28.0
5655,241,29.0
5655,282,28.0
5655,324,37.0
5655,365,26.0
5655,406,28.0
5655,448,31.0
5655,489,42.0
5655,531,30.0
5655,572,43.0
5655,613,31.0
5655,655,36.0
5655,696,61.0
5655,737,52.0
5655,779,57.0
5655,820,56.0
5655,862,69.0
5655,903,44.0
5655,944,57.0
5655,986,41.0
5655,1027,64.0
5655,1068,69.0
5655,1110,51.0
5655,1151,59.0
5655,1193,64.0
5655,1234,76.0
5655,1275,61.0
5655,1317,64.0
5655,1358,78.0
5655,1399,56.0
5827,200,21.0
5827,241,20.0
5827,282,25.0
5827,324,30.0
5827,365,38.0
5827,406,33.0
5827,448,30.0
5827,489,39.0
5827,531,36.0
5827,572,36.0
5827,613,36.0
5827,655,48.0
5827,696,51.0
5827,737,40.0
5827,779,37.0
5827,820,45.0
5827,862,58.0
5827,903,52.0
5827,944,61.0
5827,986,58.0
5827,1027,53.0
5827,1068,71.0
5827,1110,53.0
5827,1151,56.0
5827,1193,52.0
5827,1234,83.0
5827,1275,73.0
5827,1317,70.0
5827,1358,67.0
5827,1399,70.0
6000,200,20.0
6000,241,14.0
6000,282,18.0
6000,324,30.0
6000,365,31.0
6000,406,24.0
6000,448,35.0
6000,489,38.0
6000,531,37.0
6000,572,47.0
6000,613,51.0
6000,655,38.0
6000,696,48.0
6000,737,56.0
6000,779,52.0
6000,820,54.0
6000,862,43.0
6000,903,61.0
6000,944,62.0
6000,986,54.0
6000,1027,56.0
6000,1068,58.0
6000,1110,51.0
6000,1151,55.0
6000,1193,69.0
6000,1234,61.0
6000,1275,57.0
6000,1317,63.0
6000,1358,50.0
6000,1399,55.0
